Date,Year,Month,Day,Weekday,Week_Number,Year_Week,Open,High,Low,Close,Volume,Adj Close,Return,Short_MA,Long_MA
2014-07-11,2014,7,11,Friday,27,2014-27,196.22,196.75,195.78,196.61,64243000.0,174.57,0.0013753665229678802,174.36857142857144,170.6582000000002
2014-07-14,2014,7,14,Monday,28,2014-28,197.61,197.86,197.44,197.6,58658000.0,175.44,0.00503535570383451,174.47714285714287,170.83860000000018
2014-07-15,2014,7,15,Tuesday,28,2014-28,197.72,198.1,196.36,197.23,111307000.0,175.12,-0.0018726881668059692,174.63785714285717,171.0174000000002
2014-07-16,2014,7,16,Wednesday,28,2014-28,198.11,198.26,197.42,197.96,79986400.0,175.76,0.003701603415293464,174.78857142857146,171.2026000000002
2014-07-17,2014,7,17,Thursday,28,2014-28,197.35,198.1,195.43,195.71,145398000.0,173.77,-0.011366056308181216,174.8057142857143,171.37700000000024
2014-07-18,2014,7,18,Friday,28,2014-28,196.35,197.91,196.24,197.71,124330000.0,175.54,0.010219236411166621,174.9257142857143,171.56740000000025
2014-07-21,2014,7,21,Monday,29,2014-29,197.09,197.5,196.43,197.34,67592000.0,175.21,-0.0018717331268252035,175.02857142857144,171.75480000000022
2014-07-22,2014,7,22,Tuesday,29,2014-29,198.01,198.56,197.87,198.2,67678000.0,175.98,0.004358091744001369,175.10285714285715,171.9526000000002
2014-07-23,2014,7,23,Wednesday,29,2014-29,198.5,198.85,198.1,198.64,65612000.0,176.37,0.002219838493981552,175.19214285714287,172.12580000000023
2014-07-24,2014,7,24,Thursday,29,2014-29,198.83,199.06,198.45,198.65,56888000.0,176.38,5.061244519355412e-05,175.2207142857143,172.2962000000002
2014-07-25,2014,7,25,Friday,29,2014-29,198.09,198.26,197.33,197.72,76837000.0,175.55,-0.004681630524144498,175.23428571428573,172.4660000000002
2014-07-28,2014,7,28,Monday,30,2014-30,197.76,198.09,196.62,197.8,69259000.0,175.62,0.0004045235713643347,175.33285714285714,172.66660000000022
