Date,Year,Month,Day,Weekday,Week_Number,Year_Week,Open,High,Low,Close,Volume,Adj Close,Return,Short_MA,Long_MA
2016-05-12,2016,5,12,Thursday,19,2016-19,129.74,130.54,129.16,130.12,4286800,110.78,0.007588580628148822,109.78571428571429,107.055
2016-05-13,2016,5,13,Friday,19,2016-19,129.74,130.16,128.71,128.83,6568700,109.68,-0.00991366640504976,109.86928571428571,107.26179999999998
2016-05-16,2016,5,16,Monday,20,2016-20,128.51,129.73,128.05,129.64,4343600,110.37,0.006287279989371175,109.98642857142856,107.47399999999999
2016-05-17,2016,5,17,Tuesday,20,2016-20,129.6,129.97,127.3,127.69,5826200,108.71,-0.015041617829347431,109.94928571428571,107.65339999999998
2016-05-18,2016,5,18,Wednesday,20,2016-20,127.05,127.47,125.73,126.21,7303200,107.45,-0.011590661893024268,109.845,107.786
2016-05-19,2016,5,19,Thursday,20,2016-20,125.48,125.6,124.68,125.29,6255100,106.67,-0.007289306141982421,109.77214285714285,107.88220000000001
2016-05-20,2016,5,20,Friday,20,2016-20,124.74,125.0,122.14,122.56,9735900,104.34,-0.021789523413407563,109.42928571428573,107.92599999999999
2016-05-23,2016,5,23,Monday,21,2016-21,122.76,123.73,122.47,122.81,7081600,104.56,0.0020397992270742016,109.09,107.94760000000001
2016-05-24,2016,5,24,Tuesday,21,2016-21,123.39,124.77,123.01,123.95,4494100,105.53,0.009282599556940108,108.76285714285714,107.9656
2016-05-25,2016,5,25,Wednesday,21,2016-21,123.75,123.99,123.03,123.26,5307400,104.94,-0.005566732174361433,108.39714285714287,107.9628
2016-05-26,2016,5,26,Thursday,21,2016-21,123.38,123.98,123.23,123.79,3716300,105.39,0.004299914980292252,107.98428571428572,107.9674
2016-05-27,2016,5,27,Friday,21,2016-21,124.27,124.68,123.12,123.25,3222800,104.93,-0.004362294813640588,107.52357142857143,107.969
2016-05-31,2016,5,31,Tuesday,22,2016-22,123.3,123.41,121.62,122.06,7995200,103.92,-0.009655035118009914,106.94357142857143,107.9346
2016-06-01,2016,6,1,Wednesday,22,2016-22,122.06,122.74,121.5,121.97,5057200,103.84,-0.0007374149933560004,106.50785714285713,107.9032
2016-06-02,2016,6,2,Thursday,22,2016-22,120.7,121.51,120.55,121.17,4740200,103.92,0.0007432492054484374,106.01785714285714,107.8734
2016-06-03,2016,6,3,Friday,22,2016-22,121.09,121.67,120.34,121.35,4643000,104.07,0.001485614646904887,105.61714285714287,107.84020000000001
2016-06-06,2016,6,6,Monday,23,2016-23,121.79,122.17,121.21,122.0,4901700,104.63,0.005356113910706561,105.20714285714287,107.8336
2016-06-07,2016,6,7,Tuesday,23,2016-23,122.34,123.38,121.9,121.9,4562100,104.54,-0.0008194592327417372,104.90928571428572,107.82719999999999
